,message length,m,rep,tau fact.,order
0,0.010780294665655889,10,0,0.01,1
1,0.010095306910546309,10,0,0.01,2
2,0.011344573765769415,10,0,0.01,3
3,0.013182151629530561,10,0,0.01,4
4,0.015085536806269673,10,0,0.01,5
5,0.13593846844506094,10,0,0.1,1
6,0.1458383451552063,10,0,0.1,2
7,0.1411833175724334,10,0,0.1,3
8,0.12926623170825166,10,0,0.1,4
9,0.11409436627756087,10,0,0.1,5
10,3.726069801141397,10,0,1.0,1
11,1.6741129703164124,10,0,1.0,2
12,0.9495360556843941,10,0,1.0,3
13,0.6708932718143588,10,0,1.0,4
14,0.5414422803321166,10,0,1.0,5
15,5.708446501603966,10,0,10.0,1
16,5.708424195799782,10,0,10.0,2
17,5.706444453877801,10,0,10.0,3
18,5.704160719503887,10,0,10.0,4
19,5.698645395488538,10,0,10.0,5
20,0.011712449740809554,10,1,0.01,1
21,0.011101087549724616,10,1,0.01,2
22,0.012255175279550352,10,1,0.01,3
23,0.014148363922733125,10,1,0.01,4
24,0.01625687570245482,10,1,0.01,5
25,0.1336821880334876,10,1,0.1,1
26,0.1439566182576516,10,1,0.1,2
27,0.13625606935126483,10,1,0.1,3
28,0.12071334267679754,10,1,0.1,4
29,0.10547993212671436,10,1,0.1,5
30,3.740498321166373,10,1,1.0,1
31,1.6988137219659625,10,1,1.0,2
32,0.9760221252326561,10,1,1.0,3
33,0.695420316569931,10,1,1.0,4
34,0.5600449410662192,10,1,1.0,5
35,5.7066388689411465,10,1,10.0,1
36,5.706629247502208,10,1,10.0,2
37,5.705569018038398,10,1,10.0,3
38,5.70407785524798,10,1,10.0,4
39,5.7003490391504705,10,1,10.0,5
40,0.01061890609477836,10,2,0.01,1
41,0.01005935003198959,10,2,0.01,2
42,0.011453439747512499,10,2,0.01,3
43,0.013457458063036156,10,2,0.01,4
44,0.015412601874274401,10,2,0.01,5
45,0.13165830780950785,10,2,0.1,1
46,0.1390255194697965,10,2,0.1,2
47,0.13300429645658582,10,2,0.1,3
48,0.12154169656069187,10,2,0.1,4
49,0.11023786879721165,10,2,0.1,5
50,3.6624439060787273,10,2,1.0,1
51,1.6719448065170657,10,2,1.0,2
52,0.942812769715206,10,2,1.0,3
53,0.6557994199858177,10,2,1.0,4
54,0.526410541696765,10,2,1.0,5
55,5.707118961155839,10,2,10.0,1
56,5.707104244072542,10,2,10.0,2
57,5.705771274042314,10,2,10.0,3
58,5.704086921546474,10,2,10.0,4
59,5.699949423605487,10,2,10.0,5
60,0.011805619492850628,10,3,0.01,1
61,0.011055439693437731,10,3,0.01,2
62,0.012624256105166203,10,3,0.01,3
63,0.01484099705708514,10,3,0.01,4
64,0.016920715925799357,10,3,0.01,5
65,0.14133450534520936,10,3,0.1,1
66,0.14930082411116657,10,3,0.1,2
67,0.14026320719206337,10,3,0.1,3
68,0.1258084443845099,10,3,0.1,4
69,0.11289026874336194,10,3,0.1,5
70,4.169578434752646,10,3,1.0,1
71,1.7697195074275287,10,3,1.0,2
72,0.9938027222500425,10,3,1.0,3
73,0.707706379729788,10,3,1.0,4
74,0.5746998718769465,10,3,1.0,5
75,5.706971545491447,10,3,10.0,1
76,5.706957627567042,10,3,10.0,2
77,5.705697292872368,10,3,10.0,3
78,5.704079127410563,10,3,10.0,4
79,5.700095328776805,10,3,10.0,5
80,0.01084219783432086,10,4,0.01,1
81,0.010250366749533621,10,4,0.01,2
82,0.011738231781513737,10,4,0.01,3
83,0.013731194409711624,10,4,0.01,4
84,0.015759619992568474,10,4,0.01,5
85,0.13230830494460707,10,4,0.1,1
86,0.13636976363428588,10,4,0.1,2
87,0.13055058860865368,10,4,0.1,3
88,0.11957255300923873,10,4,0.1,4
89,0.107919631335335,10,4,0.1,5
90,3.6459968978567425,10,4,1.0,1
91,1.6355510127518698,10,4,1.0,2
92,0.9325192488442464,10,4,1.0,3
93,0.6676805773182017,10,4,1.0,4
94,0.5401856052818852,10,4,1.0,5
95,5.70802401843052,10,4,10.0,1
96,5.707998262171744,10,4,10.0,2
97,5.706222892938208,10,4,10.0,3
98,5.704135457530609,10,4,10.0,4
99,5.699057344821465,10,4,10.0,5
100,0.008860547886907887,15,0,0.01,1
101,0.007976595349691588,15,0,0.01,2
