,message length,density,rep,tau fact.,order
0,1.042994629350813e-06,10,0,0.01,1
1,8.280209461697385e-07,10,0,0.01,2
2,1.2653670147244611e-06,10,0,0.01,3
3,0.0001012746080297014,10,0,0.1,1
4,8.073150693799214e-05,10,0,0.1,2
5,0.00012280124117225455,10,0,0.1,3
6,0.00767358504287214,10,0,1.0,1
7,0.006386194440050522,10,0,1.0,2
8,0.009223473665032067,10,0,1.0,3
9,0.1951588427663975,10,0,10.0,1
10,0.20190880796196292,10,0,10.0,2
11,0.16921642718278118,10,0,10.0,3
12,5.559563361087612,10,0,100.0,1
13,3.3945963392452003,10,0,100.0,2
14,1.9261526389467343,10,0,100.0,3
15,1.102121950619095e-06,10,1,0.01,1
16,9.93337705881836e-07,10,1,0.01,2
17,1.2358503642673213e-06,10,1,0.01,3
18,0.00010670380465110929,10,1,0.1,1
19,9.644431135680254e-05,10,1,0.1,2
20,0.00011960372888708548,10,1,0.1,3
21,0.007850890708870434,10,1,1.0,1
22,0.00731379022108301,10,1,1.0,2
23,0.008737739245584741,10,1,1.0,3
24,0.17439722829165072,10,1,10.0,1
25,0.1927641943975632,10,1,10.0,2
26,0.14102793314843076,10,1,10.0,3
27,4.100144882522538,10,1,100.0,1
28,2.6814403962366002,10,1,100.0,2
29,1.6972236724695309,10,1,100.0,3
30,1.705200463435197e-06,10,2,0.01,1
31,1.5825157971202652e-06,10,2,0.01,2
32,1.9954460430682275e-06,10,2,0.01,3
33,0.00016685817096846745,10,2,0.1,1
34,0.00015522509062187995,10,2,0.1,2
35,0.00019494180219936652,10,2,0.1,3
36,0.013465845295363068,10,2,1.0,1
37,0.012844055493830157,10,2,1.0,2
38,0.015417033898337706,10,2,1.0,3
39,0.3938714600683965,10,2,10.0,1
40,0.3948285630266733,10,2,10.0,2
41,0.2869167136955255,10,2,10.0,3
42,5.435438554728374,10,2,100.0,1
43,4.256547990814924,10,2,100.0,2
44,3.1297920166925284,10,2,100.0,3
45,8.727280647671809e-07,10,3,0.01,1
46,8.059066592056019e-07,10,3,0.01,2
47,9.484483944888211e-07,10,3,0.01,3
48,8.387044867978755e-05,10,3,0.1,1
49,7.759340258869235e-05,10,3,0.1,2
50,9.110779530363544e-05,10,3,0.1,3
51,0.005760508844208687,10,3,1.0,1
52,0.005447151359954331,10,3,1.0,2
53,0.0062168721514765934,10,3,1.0,3
54,0.09834274853795272,10,3,10.0,1
55,0.11578524887221651,10,3,10.0,2
56,0.08305922628064621,10,3,10.0,3
57,3.098987393494629,10,3,100.0,1
58,1.959426767768196,10,3,100.0,2
59,1.1146907306692069,10,3,100.0,3
60,1.522626379639458e-06,10,4,0.01,1
61,1.3576053078112604e-06,10,4,0.01,2
62,1.746660873713779e-06,10,4,0.01,3
63,0.00014834658756206903,10,4,0.1,1
64,0.00013269658221268937,10,4,0.1,2
65,0.00017000005315193079,10,4,0.1,3
66,0.011545531398929536,10,4,1.0,1
67,0.01068381588678596,10,4,1.0,2
68,0.0130544466236584,10,4,1.0,3
69,0.30466785522092066,10,4,10.0,1
70,0.3270867422826289,10,4,10.0,2
71,0.23977910521139645,10,4,10.0,3
72,5.930855973703155,10,4,100.0,1
73,3.9997531157960022,10,4,100.0,2
74,2.646481104212704,10,4,100.0,3
75,7.71306660270199e-07,10,5,0.01,1
76,6.44735580167255e-07,10,5,0.01,2
77,9.241255627401301e-07,10,5,0.01,3
78,7.464660884134999e-05,10,5,0.1,1
79,6.266206914124633e-05,10,5,0.1,2
80,8.93926859397709e-05,10,5,0.1,3
81,0.005522894246164499,10,5,1.0,1
82,0.0048371160627192385,10,5,1.0,2
83,0.006563363326469229,10,5,1.0,3
84,0.14004668125206912,10,5,10.0,1
85,0.1456908476248936,10,5,10.0,2
86,0.1279906492581242,10,5,10.0,3
87,4.520490663224699,10,5,100.0,1
88,2.7154929941904693,10,5,100.0,2
89,1.4124761771574295,10,5,100.0,3
90,1.4690169071254755e-06,10,6,0.01,1
91,1.2046638890941819e-06,10,6,0.01,2
92,1.77203160767192e-06,10,6,0.01,3
93,0.00014341699904433375,10,6,0.1,1
94,0.00011813036200154087,10,6,0.1,2
95,0.00017277814079719178,10,6,0.1,3
96,0.011428758548388651,10,6,1.0,1
97,0.009834422149756435,10,6,1.0,2
98,0.013526873922608651,10,6,1.0,3
99,0.3807993651744211,10,6,10.0,1
100,0.3578883442683461,10,6,10.0,2
101,0.3007661283455434,10,6,10.0,3
102,5.883629747922672,10,6,100.0,1
103,4.212414151533956,10,6,100.0,2
104,2.920601661468737,10,6,100.0,3
105,1.1996309156742102e-06,10,7,0.01,1
106,1.1568515026205706e-06,10,7,0.01,2
107,1.2774113082869576e-06,10,7,0.01,3
108,0.00011411616729235102,10,7,0.1,1
109,0.00011019004687001094,10,7,0.1,2
110,0.00012149217333412565,10,7,0.1,3
111,0.0070561289139695095,10,7,1.0,1
112,0.006930923531508332,10,7,1.0,2
113,0.007481397054395877,10,7,1.0,3
114,0.08584387495844857,10,7,10.0,1
115,0.10791050281136788,10,7,10.0,2
116,0.06816864536569245,10,7,10.0,3
117,3.4239370956578568,10,7,100.0,1
118,1.9643226907730682,10,7,100.0,2
119,1.1540537900841943,10,7,100.0,3
120,1.74357735160946e-06,10,8,0.01,1
121,1.60364395036805e-06,10,8,0.01,2
122,2.2182517129820667e-06,10,8,0.01,3
123,0.00017068787302423893,10,8,0.1,1
124,0.00015741553512394618,10,8,0.1,2
125,0.0002165938058853456,10,8,0.1,3
126,0.01385241573880196,10,8,1.0,1
127,0.013126425669110604,10,8,1.0,2
128,0.01705846167998004,10,8,1.0,3
129,0.4329791863970426,10,8,10.0,1
130,0.4226153190104728,10,8,10.0,2
131,0.3207125593642708,10,8,10.0,3
132,5.600753871658713,10,8,100.0,1
133,4.461847736578568,10,8,100.0,2
134,3.384836155333618,10,8,100.0,3
135,2.0380934517560956e-06,10,9,0.01,1
136,1.8079606313101126e-06,10,9,0.01,2
137,2.241962229199146e-06,10,9,0.01,3
138,0.0001986105193706525,10,9,0.1,1
139,0.00017668919752249906,10,9,0.1,2
140,0.0002181662398692552,10,9,0.1,3
141,0.01546385111217528,10,9,1.0,1
142,0.014181908669684828,10,9,1.0,2
143,0.01667175442218216,10,9,1.0,3
144,0.43556162249193364,10,9,10.0,1
145,0.4372084784035202,10,9,10.0,2
146,0.30934327949543405,10,9,10.0,3
147,5.520864785975687,10,9,100.0,1
148,3.9089578597264967,10,9,100.0,2
149,2.9431516717986272,10,9,100.0,3
150,3.470717473079421e-06,10,10,0.01,1
151,3.1925567974960822e-06,10,10,0.01,2
152,3.8766212169250025e-06,10,10,0.01,3
153,0.0003380564392617899,10,10,0.1,1
154,0.00031173480082844623,10,10,0.1,2
155,0.000376821262246807,10,10,0.1,3
156,0.025822816521068867,10,10,1.0,1
157,0.024477852544984073,10,10,1.0,2
158,0.028010251150131893,10,10,1.0,3
159,0.6628358503396404,10,10,10.0,1
160,0.6228779977815639,10,10,10.0,2
161,0.4000782411091155,10,10,10.0,3
162,4.809262695469246,10,10,100.0,1
163,4.642386423999638,10,10,100.0,2
164,4.397174730996024,10,10,100.0,3
165,1.247400967026302e-06,10,11,0.01,1
166,1.1246177834614568e-06,10,11,0.01,2
167,1.3842826245280548e-06,10,11,0.01,3
168,0.00012179316425978137,10,11,0.1,1
169,0.00011010719485128606,10,11,0.1,2
170,0.00013491175866864324,10,11,0.1,3
171,0.009721965036782607,10,11,1.0,1
172,0.009036923117465439,10,11,1.0,2
173,0.01054821651745197,10,11,1.0,3
174,0.3031301421454139,10,11,10.0,1
175,0.31242415859147166,10,11,10.0,2
