,message length,m,rep,tau fact.,order
0,0.00013813265376385817,10,0,0.001,1
1,0.00011625413295773129,10,0,0.001,2
2,0.00013922053583086472,10,0,0.001,3
3,0.0002047232942814503,10,0,0.001,4
4,0.007402243120288986,10,0,0.01,1
5,0.007121828569185364,10,0,0.01,2
6,0.008708892477430908,10,0,0.01,3
7,0.011173352625883481,10,0,0.01,4
8,0.10843210636663775,10,0,0.1,1
9,0.11690100029304701,10,0,0.1,2
10,0.1142069032594342,10,0,0.1,3
11,0.10542480370645979,10,0,0.1,4
12,2.6509241844282156,10,0,1.0,1
13,1.2190438987492351,10,0,1.0,2
14,0.7706124664427183,10,0,1.0,3
15,0.5881344036673042,10,0,1.0,4
16,5.70593922697608,10,0,10.0,1
17,5.705638374215158,10,0,10.0,2
18,5.704278931283451,10,0,10.0,3
19,5.701246541593847,10,0,10.0,4
20,0.0001180998501854151,10,1,0.001,1
21,9.968314935223516e-05,10,1,0.001,2
22,0.00012126988439776706,10,1,0.001,3
23,0.0001769444230035333,10,1,0.001,4
24,0.006712107441489788,10,1,0.01,1
25,0.006362790068814993,10,1,0.01,2
26,0.007876772602593155,10,1,0.01,3
27,0.010178773403211494,10,1,0.01,4
28,0.1022144136918193,10,1,0.1,1
29,0.1094559749677395,10,1,0.1,2
30,0.10839293611431247,10,1,0.1,3
31,0.1021397136156601,10,1,0.1,4
32,2.233117943928238,10,1,1.0,1
33,1.0834388256585314,10,1,1.0,2
34,0.7243696058537826,10,1,1.0,3
35,0.5670041832677173,10,1,1.0,4
36,5.707411809738812,10,1,10.0,1
37,5.706932030360949,10,1,10.0,2
38,5.704619821045178,10,1,10.0,3
39,5.699514089729976,10,1,10.0,4
40,0.00010482895684285967,10,2,0.001,1
41,9.099860103163951e-05,10,2,0.001,2
42,0.00010797478351486783,10,2,0.001,3
43,0.00015762148042242075,10,2,0.001,4
44,0.006443851465536877,10,2,0.01,1
45,0.006143955927286041,10,2,0.01,2
46,0.007547987433793846,10,2,0.01,3
47,0.00984540433272496,10,2,0.01,4
48,0.09950072739949634,10,2,0.1,1
49,0.11045615778030304,10,2,0.1,2
50,0.11003089470652616,10,2,0.1,3
51,0.10243366535895149,10,2,0.1,4
52,2.1468347705618327,10,2,1.0,1
53,1.046949286518995,10,2,1.0,2
54,0.6896054319904215,10,2,1.0,3
55,0.5412237010681746,10,2,1.0,4
56,5.706928464607478,10,2,10.0,1
57,5.706488107543638,10,2,10.0,2
58,5.704504862772958,10,2,10.0,3
59,5.700080733870393,10,2,10.0,4
60,0.00013060327012265685,10,3,0.001,1
61,0.00010601830580733718,10,3,0.001,2
62,0.00012387069580243465,10,3,0.001,3
63,0.00018610551595976688,10,3,0.001,4
64,0.007307182816720692,10,3,0.01,1
65,0.006646166669531179,10,3,0.01,2
66,0.008083989307053265,10,3,0.01,3
67,0.010622271078378986,10,3,0.01,4
68,0.10520001411891047,10,3,0.1,1
69,0.11748411059646989,10,3,0.1,2
70,0.11333853341248604,10,3,0.1,3
71,0.10342053180223587,10,3,0.1,4
72,2.3720779785723907,10,3,1.0,1
73,1.124239172396937,10,3,1.0,2
74,0.7232400513668698,10,3,1.0,3
75,0.5574783739483014,10,3,1.0,4
76,5.706604934355255,10,3,10.0,1
77,5.706244157996409,10,3,10.0,2
78,5.704444679364816,10,3,10.0,3
79,5.700432786477864,10,3,10.0,4
80,0.00010560586413302028,10,4,0.001,1
81,8.665538082638924e-05,10,4,0.001,2
82,0.00010356295288685077,10,4,0.001,3
83,0.00015383671562041457,10,4,0.001,4
84,0.005953828867303338,10,4,0.01,1
85,0.005492154907793225,10,4,0.01,2
86,0.006761882020508831,10,4,0.01,3
87,0.008858812590901266,10,4,0.01,4
88,0.09710935530169448,10,4,0.1,1
89,0.10704672079747093,10,4,0.1,2
90,0.10746878642917901,10,4,0.1,3
91,0.10193957194430503,10,4,0.1,4
92,1.867522368074885,10,4,1.0,1
93,0.9875580566081673,10,4,1.0,2
94,0.6661411372228608,10,4,1.0,3
95,0.5195745000352137,10,4,1.0,4
96,5.7099994291630916,10,4,10.0,1
97,5.708868725864729,10,4,10.0,2
98,5.705040641121009,10,4,10.0,3
99,5.697046759215398,10,4,10.0,4
100,0.00022880323462827652,10,5,0.001,1
101,0.0001918701045401077,10,5,0.001,2
102,0.00023085808114143777,10,5,0.001,3
103,0.0003384572273450459,10,5,0.001,4
104,0.010887799087163457,10,5,0.01,1
105,0.010715275108537547,10,5,0.01,2
106,0.01315325586062104,10,5,0.01,3
107,0.01632963275488386,10,5,0.01,4
108,0.15354179332346932,10,5,0.1,1
109,0.1572423582069796,10,5,0.1,2
110,0.1465584423250655,10,5,0.1,3
111,0.13195121371205154,10,5,0.1,4
112,4.823166863730027,10,5,1.0,1
113,2.0177575974751294,10,5,1.0,2
114,1.0346464486866465,10,5,1.0,3
115,0.738487567255282,10,5,1.0,4
116,5.704298677048376,10,5,10.0,1
117,5.704100778151865,10,5,10.0,2
118,5.703875377339544,10,5,10.0,3
119,5.703241154443442,10,5,10.0,4
120,0.00011891738518249664,10,6,0.001,1
121,9.852724231796187e-05,10,6,0.001,2
122,0.00011853250671899768,10,6,0.001,3
123,0.00017533356298571334,10,6,0.001,4
124,0.006761939913535974,10,6,0.01,1
125,0.006291989825694704,10,6,0.01,2
126,0.007723660240502042,10,6,0.01,3
127,0.010122508917325135,10,6,0.01,4
128,0.099228605383362,10,6,0.1,1
129,0.11055193339314322,10,6,0.1,2
130,0.10875701808681022,10,6,0.1,3
131,0.10048880766043933,10,6,0.1,4
132,2.2470857995167512,10,6,1.0,1
133,1.1141200307296382,10,6,1.0,2
134,0.7361773275257409,10,6,1.0,3
135,0.5653601100064947,10,6,1.0,4
136,5.708369813831673,10,6,10.0,1
137,5.7076283893834905,10,6,10.0,2
138,5.704756145527367,10,6,10.0,3
139,5.698667740421587,10,6,10.0,4
140,9.646284778732847e-05,10,7,0.001,1
141,8.190734188897458e-05,10,7,0.001,2
142,9.884473465551769e-05,10,7,0.001,3
143,0.00014528990352058457,10,7,0.001,4
144,0.005934347967328432,10,7,0.01,1
145,0.005549248081203753,10,7,0.01,2
146,0.006857853378670086,10,7,0.01,3
147,0.00902442552673044,10,7,0.01,4
148,0.09819591910226205,10,7,0.1,1
149,0.1074509359314336,10,7,0.1,2
150,0.1069074069903994,10,7,0.1,3
151,0.10118963074724618,10,7,0.1,4
152,1.9589825983186526,10,7,1.0,1
153,1.0154193141169499,10,7,1.0,2
154,0.6953601780588984,10,7,1.0,3
155,0.5501197494877559,10,7,1.0,4
156,5.7080295548318185,10,7,10.0,1
157,5.7074003968497875,10,7,10.0,2
158,5.704726601717635,10,7,10.0,3
159,5.698895585715014,10,7,10.0,4
160,0.00012215893890797982,10,8,0.001,1
161,0.00010150731011391093,10,8,0.001,2
162,0.0001221158249692031,10,8,0.001,3
163,0.00018063066697227015,10,8,0.001,4
164,0.006836295358778166,10,8,0.01,1
165,0.00639392543243857,10,8,0.01,2
166,0.007914240937095812,10,8,0.01,3
167,0.010278626535956903,10,8,0.01,4
168,0.10294630836742784,10,8,0.1,1
169,0.11091454522176036,10,8,0.1,2
170,0.10737466261518236,10,8,0.1,3
171,0.09979033872823617,10,8,0.1,4
172,2.2226380587918433,10,8,1.0,1
173,1.1107398349572852,10,8,1.0,2
174,0.7254261482026418,10,8,1.0,3
175,0.5562585008272345,10,8,1.0,4
176,5.707108186608737,10,8,10.0,1
177,5.706680499752117,10,8,10.0,2
178,5.70455289393288,10,8,10.0,3
179,5.6998581458001745,10,8,10.0,4
180,0.0001217555779673904,10,9,0.001,1
181,0.00010184895402929467,10,9,0.001,2
182,0.0001247208926882723,10,9,0.001,3
183,0.0001818383658367395,10,9,0.001,4
184,0.00682848934019234,10,9,0.01,1
185,0.006473012813623079,10,9,0.01,2
186,0.008079296801677537,10,9,0.01,3
187,0.010409508559832581,10,9,0.01,4
188,0.10580136239357335,10,9,0.1,1
189,0.11505089208143442,10,9,0.1,2
190,0.11242261991561821,10,9,0.1,3
191,0.10542461033497741,10,9,0.1,4
192,2.3066647152376065,10,9,1.0,1
193,1.1091240832218852,10,9,1.0,2
194,0.7221114732324356,10,9,1.0,3
195,0.5556091137400951,10,9,1.0,4
196,5.706902190465223,10,9,10.0,1
197,5.706455151216655,10,9,10.0,2
198,5.704483633848968,10,9,10.0,3
199,5.7001728175030335,10,9,10.0,4
200,0.00012189503843341304,10,10,0.001,1
201,0.00010350960059072462,10,10,0.001,2
202,0.00012468855925629185,10,10,0.001,3
203,0.00018384030490725678,10,10,0.001,4
204,0.006802944361267254,10,10,0.01,1
205,0.006494312191515881,10,10,0.01,2
206,0.008003958366478697,10,10,0.01,3
207,0.01035743697164282,10,10,0.01,4
208,0.10194571932653143,10,10,0.1,1
209,0.10936466333891083,10,10,0.1,2
210,0.10736885433270034,10,10,0.1,3
211,0.10003119528210558,10,10,0.1,4
212,2.269256503944986,10,10,1.0,1
213,1.1224912964496903,10,10,1.0,2
214,0.7311943800914409,10,10,1.0,3
215,0.5602721897101262,10,10,1.0,4
216,5.706654152764942,10,10,10.0,1
217,5.706232003707626,10,10,10.0,2
218,5.704429543246898,10,10,10.0,3
219,5.700449626137262,10,10,10.0,4
220,0.00010466959015456925,10,11,0.001,1
221,8.741557799605074e-05,10,11,0.001,2
222,0.00010184506190582046,10,11,0.001,3
223,0.00015192815038211904,10,11,0.001,4
224,0.006022460411139689,10,11,0.01,1
225,0.005609331393657356,10,11,0.01,2
226,0.00683407431516434,10,11,0.01,3
227,0.0089496932910329,10,11,0.01,4
228,0.09570737782309086,10,11,0.1,1
229,0.10708465173742039,10,11,0.1,2
230,0.10690738711388677,10,11,0.1,3
231,0.10069045332411264,10,11,0.1,4
232,1.9574701448526923,10,11,1.0,1
233,1.0182415513303187,10,11,1.0,2
234,0.6846324664713496,10,11,1.0,3
235,0.534479099993467,10,11,1.0,4
236,5.709573006432919,10,11,10.0,1
237,5.708552901185058,10,11,10.0,2
238,5.704966435649975,10,11,10.0,3
239,5.697471205564577,10,11,10.0,4
240,0.00013971009823197933,10,12,0.001,1
241,0.00011449774024489476,10,12,0.001,2
242,0.00013465302719693414,10,12,0.001,3
243,0.0001994121576416319,10,12,0.001,4
