,message length,k,rep,tau fact.,order
0,0.010961108633440958,10,0,0.01,1
1,0.008830886416306123,10,0,0.01,2
2,0.00877863440134963,10,0,0.01,3
3,0.011189936372556275,10,0,0.01,4
4,0.8240686908074979,10,0,0.1,1
5,0.7811556262122693,10,0,0.1,2
6,0.7449304235672969,10,0,0.1,3
7,0.6962271816747023,10,0,0.1,4
8,6.047207636869144,10,0,1.0,1
9,4.088116976699813,10,0,1.0,2
10,3.4658585610539445,10,0,1.0,3
11,3.1998512683452867,10,0,1.0,4
12,5.704419521868602,10,0,10.0,1
13,5.704197880948414,10,0,10.0,2
14,5.70386589452988,10,0,10.0,3
15,5.703146921356449,10,0,10.0,4
16,0.012801820944655326,10,1,0.01,1
17,0.010148232075287675,10,1,0.01,2
18,0.010277443409324552,10,1,0.01,3
19,0.013285102992472986,10,1,0.01,4
20,0.9461299729434839,10,1,0.1,1
21,0.8735205117681112,10,1,0.1,2
22,0.8126891592975524,10,1,0.1,3
23,0.7526679861872223,10,1,0.1,4
24,6.043549953946483,10,1,1.0,1
25,4.165750205211334,10,1,1.0,2
26,3.5312788899674445,10,1,1.0,3
27,3.2489828847669577,10,1,1.0,4
28,5.704492422645321,10,1,10.0,1
29,5.704238721314615,10,1,10.0,2
30,5.703868717971156,10,1,10.0,3
31,5.703071747129216,10,1,10.0,4
32,0.014882465083235187,10,2,0.01,1
33,0.011612481143925584,10,2,0.01,2
34,0.011741465247363359,10,2,0.01,3
35,0.01519516416393163,10,2,0.01,4
36,1.0913276199158193,10,2,0.1,1
37,1.005076088117987,10,2,0.1,2
38,0.9205938091944276,10,2,0.1,3
39,0.8373174603329385,10,2,0.1,4
40,5.9576815308053614,10,2,1.0,1
41,4.179551356960524,10,2,1.0,2
42,3.5753815632896826,10,2,1.0,3
43,3.3038847214373632,10,2,1.0,4
44,5.7045094720245775,10,2,10.0,1
45,5.704251976996931,10,2,10.0,2
46,5.703873763693904,10,2,10.0,3
47,5.703051537760178,10,2,10.0,4
48,0.010981252145643557,10,3,0.01,1
49,0.008621190762153822,10,3,0.01,2
50,0.008487661247195048,10,3,0.01,3
51,0.011202484303191262,10,3,0.01,4
52,0.8106021473792576,10,3,0.1,1
53,0.7609852708365439,10,3,0.1,2
54,0.7137450252462467,10,3,0.1,3
55,0.6638848074601151,10,3,0.1,4
56,5.863287698642795,10,3,1.0,1
57,4.025924313538339,10,3,1.0,2
58,3.4366715291761984,10,3,1.0,3
59,3.1754405252282654,10,3,1.0,4
60,5.704589087296661,10,3,10.0,1
61,5.704322340942458,10,3,10.0,2
62,5.703891161166675,10,3,10.0,3
63,5.702956401591664,10,3,10.0,4
64,0.013405432276242501,10,4,0.01,1
65,0.010849252120931654,10,4,0.01,2
66,0.011052582002106726,10,4,0.01,3
67,0.01413556009550998,10,4,0.01,4
68,1.0517010119927235,10,4,0.1,1
69,0.9866602801720887,10,4,0.1,2
