(0, 1)
(0, 5)
(0, 14)
(0, 22)
(0, 25)
(0, 28)
(0, 34)
(0, 40)
(0, 49)
(0, 50)
(0, 51)
(0, 53)
(0, 63)
(0, 68)
(0, 70)
(0, 72)
(0, 77)
(0, 86)
(0, 90)
(0, 101)
(0, 108)
(0, 115)
(0, 133)
(0, 134)
(0, 136)
(0, 159)
(0, 186)
(0, 199)
(1, 6)
(1, 23)
(1, 24)
(1, 25)
(1, 27)
(1, 32)
(1, 38)
(1, 40)
(1, 48)
(1, 54)
(1, 60)
(1, 63)
(1, 71)
(1, 86)
(1, 98)
(1, 116)
(1, 120)
(1, 122)
(1, 124)
(1, 137)
(1, 142)
(1, 154)
(1, 155)
(1, 165)
(1, 176)
(1, 179)
(2, 43)
(2, 62)
(2, 72)
(2, 79)
(2, 85)
(2, 99)
(2, 103)
(2, 112)
(2, 123)
(2, 124)
(2, 132)
(2, 144)
(2, 156)
(2, 168)
(2, 171)
(2, 193)
(2, 199)
(3, 5)
(3, 7)
(3, 11)
(3, 35)
(3, 43)
(3, 53)
(3, 67)
(3, 70)
(3, 73)
(3, 78)
(3, 97)
(3, 98)
(3, 135)
(3, 145)
(3, 151)
(3, 153)
(3, 167)
(3, 173)
(3, 185)
(3, 188)
(3, 191)
(3, 196)
(3, 199)
(4, 7)
(4, 16)
(4, 42)
(4, 47)
(4, 61)
(4, 70)
(4, 78)
(4, 96)
(4, 99)
(4, 113)
(4, 119)
(4, 150)
(4, 162)
(4, 182)
(4, 183)
(5, 14)
(5, 26)
(5, 28)
(5, 30)
(5, 39)
(5, 46)
(5, 51)
(5, 60)
(5, 63)
(5, 78)
(5, 98)
(5, 120)
(5, 121)
(5, 141)
(5, 152)
(5, 165)
(5, 168)
(5, 172)
(5, 174)
(5, 177)
(5, 185)
(6, 24)
(6, 46)
(6, 54)
(6, 66)
(6, 90)
(6, 105)
(6, 128)
(6, 134)
(6, 138)
(6, 150)
(6, 151)
(6, 156)
(6, 162)
(6, 164)
(6, 165)
(6, 167)
(6, 171)
(6, 189)
(6, 193)
(6, 196)
(7, 9)
(7, 23)
(7, 29)
(7, 35)
(7, 36)
(7, 38)
(7, 55)
(7, 64)
(7, 71)
(7, 72)
(7, 94)
(7, 104)
(7, 124)
(7, 130)
(7, 154)
(7, 184)
(7, 187)
(7, 189)
(7, 194)
(7, 199)
(8, 14)
(8, 19)
(8, 36)
(8, 41)
(8, 53)
(8, 59)
(8, 82)
(8, 104)
(8, 111)
(8, 114)
(8, 119)
(8, 120)
(8, 125)
(8, 146)
(8, 172)
(8, 195)
(8, 196)
(9, 44)
(9, 58)
(9, 62)
(9, 89)
(9, 96)
(9, 98)
(9, 99)
(9, 125)
(9, 133)
(9, 152)
(9, 162)
(9, 165)
(9, 167)
(9, 173)
(9, 181)
(9, 190)
(10, 17)
(10, 18)
(10, 35)
(10, 62)
(10, 69)
(10, 74)
(10, 83)
(10, 132)
(10, 149)
(10, 154)
(10, 175)
(10, 192)
(11, 27)
(11, 48)
(11, 80)
(11, 82)
(11, 86)
(11, 88)
(11, 96)
(11, 97)
(11, 108)
(11, 111)
(11, 129)
(11, 135)
(11, 138)
(11, 139)
(11, 144)
(11, 149)
(11, 153)
(11, 157)
(11, 165)
(11, 172)
(11, 174)
(11, 184)
(11, 194)
(11, 195)
(12, 20)
(12, 37)
(12, 54)
(12, 64)
(12, 65)
(12, 100)
(12, 107)
(12, 110)
(12, 120)
(12, 133)
(12, 143)
(12, 154)
(12, 163)
(12, 164)
(12, 171)
(12, 190)
(12, 195)
(13, 27)
(13, 30)
(13, 36)
(13, 50)
(13, 53)
(13, 60)
(13, 65)
(13, 88)
(13, 90)
(13, 121)
(13, 125)
(13, 175)
(13, 179)
(13, 192)
(14, 16)
(14, 22)
(14, 41)
(14, 81)
(14, 113)
(14, 120)
(14, 143)
(14, 168)
(14, 190)
(14, 197)
(15, 16)
(15, 24)
(15, 25)
(15, 71)
(15, 75)
(15, 87)
(15, 89)
(15, 94)
(15, 96)
(15, 106)
(15, 107)
(15, 130)
(15, 138)
(15, 151)
(15, 152)
(15, 166)
(15, 168)
(15, 176)
(15, 183)
(15, 184)
(15, 185)
(15, 190)
(15, 191)
(16, 26)
(16, 28)
(16, 34)
(16, 49)
(16, 65)
(16, 85)
(16, 89)
(16, 90)
(16, 91)
(16, 106)
(16, 130)
(16, 131)
(16, 133)
(16, 137)
(16, 141)
(16, 159)
(16, 160)
(16, 165)
(16, 184)
(16, 188)
(16, 190)
(16, 193)
(17, 33)
(17, 37)
(17, 45)
(17, 48)
(17, 78)
(17, 89)
(17, 93)
(17, 107)
(17, 126)
(17, 130)
(17, 139)
(17, 147)
(17, 155)
(17, 156)
(17, 161)
(17, 167)
(17, 185)
(17, 186)
(17, 188)
(17, 189)
(17, 191)
(17, 192)
(17, 196)
(18, 28)
(18, 44)
(18, 62)
(18, 66)
(18, 69)
(18, 97)
(18, 111)
(18, 132)
(18, 139)
(18, 146)
(18, 167)
(18, 184)
(18, 190)
(18, 191)
(19, 22)
(19, 44)
(19, 53)
(19, 70)
(19, 72)
(19, 94)
(19, 125)
(19, 161)
(19, 164)
(19, 172)
(19, 177)
(19, 181)
(19, 188)
(19, 189)
(20, 37)
(20, 60)
(20, 62)
(20, 65)
(20, 75)
(20, 80)
(20, 94)
(20, 97)
(20, 102)
(20, 110)
(20, 125)
(20, 141)
(20, 160)
(20, 167)
(20, 174)
(20, 177)
(20, 187)
(20, 192)
(20, 197)
(21, 22)
(21, 72)
(21, 75)
(21, 125)
(21, 137)
(21, 163)
(21, 178)
(21, 180)
(21, 181)
(21, 185)
(21, 193)
(22, 31)
(22, 32)
(22, 42)
(22, 49)
(22, 59)
(22, 61)
(22, 64)
(22, 75)
(22, 79)
(22, 100)
(22, 106)
(22, 108)
(22, 114)
(22, 120)
(22, 132)
(22, 160)
(22, 173)
(22, 174)
(22, 183)
(22, 195)
(23, 25)
(23, 28)
(23, 33)
(23, 42)
(23, 52)
(23, 56)
(23, 70)
(23, 85)
(23, 93)
(23, 103)
(23, 130)
(23, 134)
(23, 151)
(23, 162)
(23, 173)
(23, 187)
(23, 188)
(23, 191)
(24, 41)
(24, 56)
(24, 59)
(24, 83)
(24, 89)
(24, 95)
(24, 97)
(24, 101)
(24, 124)
(24, 129)
(24, 140)
(24, 153)
(24, 171)
(24, 186)
(24, 193)
(24, 197)
(25, 34)
(25, 42)
(25, 46)
(25, 70)
(25, 85)
(25, 86)
(25, 91)
(25, 114)
(25, 116)
(25, 125)
(25, 145)
(25, 149)
(25, 150)
(25, 173)
(25, 181)
(25, 185)
(25, 197)
(26, 38)
(26, 46)
(26, 47)
(26, 50)
(26, 57)
(26, 99)
(26, 104)
(26, 113)
(26, 147)
(26, 151)
(26, 152)
(26, 171)
(26, 174)
(26, 180)
(26, 187)
(26, 194)
(27, 37)
(27, 38)
(27, 66)
(27, 69)
(27, 81)
(27, 90)
(27, 95)
(27, 134)
(27, 136)
(27, 138)
(27, 146)
(27, 169)
(27, 194)
(27, 198)
(28, 45)
(28, 71)
(28, 74)
(28, 91)
(28, 104)
(28, 125)
(28, 129)
(28, 141)
(28, 142)
(28, 152)
(28, 164)
(28, 171)
(28, 183)
(29, 43)
(29, 48)
(29, 66)
(29, 69)
(29, 76)
(29, 87)
(29, 114)
(29, 121)
(29, 128)
(29, 133)
(29, 174)
(29, 185)
(29, 186)
(29, 198)
(30, 44)
(30, 53)
(30, 76)
(30, 86)
(30, 94)
(30, 109)
(30, 126)
(30, 134)
(30, 152)
(30, 162)
(30, 168)
(30, 187)
(30, 188)
(30, 195)
(30, 198)
(31, 35)
(31, 41)
(31, 58)
(31, 60)
(31, 66)
(31, 67)
(31, 85)
(31, 87)
(31, 89)
(31, 102)
(31, 104)
(31, 119)
(31, 130)
(31, 142)
(31, 151)
(31, 173)
(31, 198)
(32, 52)
(32, 65)
(32, 69)
(32, 73)
(32, 82)
(32, 83)
(32, 101)
(32, 118)
(32, 122)
(32, 134)
(32, 141)
(32, 159)
(32, 178)
(33, 52)
(33, 54)
(33, 61)
(33, 70)
(33, 78)
(33, 79)
(33, 90)
(33, 109)
(33, 114)
(33, 132)
(33, 139)
(33, 146)
(33, 154)
(33, 159)
(33, 163)
(33, 166)
(33, 174)
(33, 194)
(33, 199)
(34, 44)
(34, 71)
(34, 76)
(34, 88)
(34, 97)
(34, 98)
(34, 111)
(34, 129)
(34, 136)
(34, 140)
(34, 152)
(34, 156)
(34, 157)
(34, 166)
(34, 174)
(34, 181)
(34, 194)
(35, 37)
(35, 39)
(35, 43)
(35, 63)
(35, 96)
(35, 113)
(35, 126)
(35, 137)
(35, 152)
(35, 164)
(35, 181)
(36, 66)
(36, 78)
(36, 86)
(36, 92)
(36, 96)
(36, 97)
(36, 99)
(36, 106)
(36, 119)
(36, 120)
(36, 121)
(36, 126)
(36, 138)
(36, 139)
(36, 141)
(36, 143)
(36, 148)
(36, 167)
(36, 180)
(36, 186)
(37, 39)
(37, 41)
(37, 73)
(37, 76)
(37, 78)
(37, 91)
(37, 100)
(37, 101)
(37, 108)
(37, 121)
(37, 134)
(37, 158)
(37, 165)
(37, 175)
(37, 189)
(37, 190)
(37, 191)
(37, 194)
(38, 41)
(38, 47)
(38, 68)
(38, 73)
(38, 80)
(38, 85)
(38, 99)
(38, 102)
(38, 121)
(38, 129)
(38, 131)
(38, 134)
(38, 154)
(38, 157)
(38, 158)
(38, 167)
(38, 180)
(38, 183)
(39, 42)
(39, 48)
(39, 58)
(39, 68)
(39, 72)
(39, 95)
(39, 97)
(39, 126)
(39, 129)
(39, 134)
(39, 145)
(39, 168)
(39, 172)
(39, 175)
(40, 47)
(40, 66)
(40, 73)
(40, 80)
(40, 83)
(40, 91)
(40, 96)
(40, 106)
(40, 109)
(40, 113)
(40, 134)
(40, 149)
(40, 152)
(40, 162)
(41, 47)
(41, 53)
(41, 76)
(41, 96)
(41, 97)
(41, 98)
(41, 121)
(41, 122)
(41, 130)
(41, 144)
(41, 169)
(41, 186)
(42, 55)
(42, 81)
(42, 84)
(42, 101)
(42, 118)
(42, 119)
(42, 128)
(42, 148)
(42, 155)
(42, 162)
(42, 180)
(42, 191)
(42, 197)
(43, 47)
(43, 52)
(43, 57)
(43, 72)
(43, 80)
(43, 91)
(43, 98)
(43, 101)
(43, 106)
(43, 111)
(43, 130)
(43, 131)
(43, 138)
(43, 145)
(43, 159)
(43, 160)
(43, 166)
(43, 174)
(43, 177)
(43, 179)
(43, 185)
(43, 187)
(44, 70)
(44, 87)
(44, 90)
(44, 96)
(44, 98)
(44, 104)
(44, 127)
(44, 130)
(44, 144)
(44, 153)
(44, 168)
(44, 183)
(44, 189)
(45, 46)
(45, 51)
(45, 66)
(45, 74)
(45, 77)
(45, 104)
(45, 105)
(45, 120)
(45, 164)
(46, 54)
(46, 64)
(46, 70)
(46, 74)
(46, 91)
(46, 93)
(46, 99)
(46, 105)
(46, 106)
(46, 112)
(46, 116)
(46, 145)
(46, 146)
(46, 150)
(46, 153)
(46, 157)
(46, 167)
(46, 178)
(46, 190)
(46, 192)
(46, 196)
(46, 199)
(47, 55)
(47, 57)
(47, 72)
(47, 73)
(47, 85)
(47, 95)
(47, 101)
(47, 105)
(47, 127)
(47, 134)
(47, 149)
(47, 151)
(47, 160)
(47, 194)
(47, 199)
(48, 50)
(48, 76)
(48, 95)
(48, 103)
(48, 110)
(48, 158)
(48, 166)
(48, 177)
(48, 182)
(48, 190)
(49, 53)
(49, 54)
(49, 57)
(49, 71)
(49, 74)
(49, 93)
(49, 94)
(49, 106)
(49, 110)
(49, 120)
(49, 125)
(49, 134)
(49, 135)
(49, 146)
(49, 150)
(49, 162)
(49, 166)
(49, 177)
(49, 187)
(49, 189)
(49, 190)
(50, 53)
(50, 54)
(50, 116)
(50, 147)
(50, 153)
(50, 159)
(51, 96)
(51, 114)
(51, 136)
(51, 139)
(51, 158)
(51, 161)
(51, 163)
(51, 197)
(52, 60)
(52, 66)
(52, 69)
(52, 70)
(52, 106)
(52, 110)
(52, 120)
(52, 166)
(52, 178)
(52, 182)
(53, 55)
(53, 60)
(53, 62)
(53, 67)
(53, 81)
(53, 83)
(53, 99)
(53, 106)
(53, 118)
(53, 129)
(53, 130)
(53, 134)
(53, 136)
(53, 152)
(53, 158)
(53, 159)
(53, 169)
(53, 185)
(53, 188)
(53, 191)
(53, 198)
(54, 56)
(54, 57)
(54, 63)
(54, 66)
(54, 90)
(54, 102)
(54, 109)
(54, 111)
(54, 123)
(54, 128)
(54, 136)
(54, 141)
(54, 147)
(54, 163)
(54, 169)
(54, 174)
(54, 176)
(55, 66)
(55, 68)
(55, 88)
(55, 103)
(55, 107)
(55, 121)
(55, 127)
(55, 134)
(55, 141)
(55, 147)
(55, 150)
(55, 156)
(55, 161)
(55, 185)
(56, 59)
(56, 60)
(56, 61)
(56, 94)
(56, 100)
(56, 105)
(56, 121)
(56, 123)
(56, 124)
(56, 144)
(56, 150)
(56, 164)
(56, 166)
(56, 173)
(56, 180)
(56, 183)
(56, 193)
(57, 72)
(57, 88)
(57, 100)
(57, 115)
(57, 149)
(57, 159)
(57, 162)
(58, 78)
(58, 80)
(58, 85)
(58, 92)
(58, 96)
(58, 105)
(58, 108)
(58, 125)
(58, 139)
(58, 140)
(58, 144)
(58, 151)
(58, 156)
(58, 169)
(58, 185)
(58, 197)
(59, 60)
(59, 78)
(59, 139)
(59, 141)
(59, 142)
(59, 144)
(59, 146)
(59, 154)
(59, 157)
(59, 166)
(59, 180)
(59, 185)
(59, 192)
(60, 85)
(60, 88)
(60, 97)
(60, 109)
(60, 122)
(60, 123)
(60, 152)
(60, 171)
(60, 175)
(60, 177)
(60, 178)
(60, 193)
(61, 71)
(61, 80)
(61, 86)
(61, 102)
(61, 105)
(61, 110)
(61, 114)
(61, 119)
(61, 125)
(61, 155)
(61, 162)
(61, 163)
(61, 170)
(61, 179)
(61, 186)
(61, 199)
(62, 63)
(62, 70)
(62, 109)
(62, 119)
(62, 131)
(62, 134)
(62, 151)
(62, 160)
(62, 164)
(62, 179)
(62, 183)
(62, 186)
(62, 198)
(63, 66)
(63, 79)
(63, 80)
(63, 97)
(63, 110)
(63, 117)
(63, 121)
(63, 128)
(63, 134)
(63, 153)
(63, 174)
(63, 182)
(63, 189)
(64, 73)
(64, 78)
(64, 86)
(64, 98)
(64, 123)
(64, 135)
(64, 137)
(64, 145)
(64, 186)
(64, 194)
(65, 79)
(65, 93)
(65, 104)
(65, 115)
(65, 124)
(65, 165)
(65, 171)
(65, 183)
(65, 198)
(66, 70)
(66, 72)
(66, 78)
(66, 80)
(66, 100)
(66, 102)
(66, 105)
(66, 117)
(66, 140)
(66, 143)
(66, 148)
(66, 150)
(66, 163)
(66, 190)
(66, 196)
(67, 68)
(67, 83)
(67, 111)
(67, 146)
(67, 173)
(67, 196)
(67, 197)
(67, 199)
(68, 79)
(68, 80)
(68, 83)
(68, 89)
(68, 95)
(68, 104)
(68, 105)
(68, 119)
(68, 128)
(68, 142)
(68, 145)
(68, 146)
(68, 156)
(68, 157)
(68, 163)
(68, 168)
(68, 186)
(68, 193)
(68, 195)
(69, 72)
(69, 78)
(69, 84)
(69, 86)
(69, 100)
(69, 103)
(69, 106)
(69, 116)
(69, 127)
(69, 132)
(69, 134)
(69, 137)
(69, 149)
(69, 162)
(69, 171)
(69, 176)
(69, 196)
(70, 76)
(70, 79)
(70, 84)
(70, 110)
(70, 117)
(70, 136)
(70, 138)
(70, 149)
(70, 156)
(70, 189)
(71, 96)
(71, 130)
(71, 135)
(71, 150)
(71, 152)
(71, 183)
(71, 187)
(71, 192)
(72, 89)
(72, 90)
(72, 96)
(72, 115)
(72, 117)
(72, 131)
(72, 136)
(72, 143)
(72, 147)
(72, 160)
(72, 167)
(72, 174)
(72, 192)
(72, 193)
(73, 82)
(73, 83)
(73, 104)
(73, 108)
(73, 110)
(73, 120)
(73, 125)
(73, 147)
(73, 151)
(73, 166)
(73, 188)
(74, 83)
(74, 89)
(74, 101)
(74, 107)
(74, 167)
(74, 177)
(74, 183)
(75, 82)
(75, 102)
(75, 105)
(75, 114)
(75, 133)
(75, 137)
(75, 140)
(75, 142)
(75, 174)
(75, 181)
(75, 182)
(76, 81)
(76, 101)
(76, 111)
(76, 120)
(76, 130)
(76, 133)
(76, 139)
(76, 140)
(76, 141)
(76, 148)
(76, 154)
(76, 157)
(76, 166)
(76, 172)
(76, 175)
(76, 181)
(76, 182)
(76, 186)
(76, 189)
(76, 190)
(76, 197)
(76, 198)
(77, 79)
(77, 89)
(77, 98)
(77, 106)
(77, 108)
(77, 135)
(77, 161)
(77, 167)
(77, 171)
(77, 181)
(77, 187)
(78, 85)
(78, 95)
(78, 101)
(78, 143)
(78, 148)
(78, 181)
(78, 191)
(79, 101)
(79, 111)
(79, 112)
(79, 115)
(79, 122)
(79, 123)
(79, 131)
(79, 140)
(79, 151)
(79, 155)
(79, 157)
(79, 183)
(79, 184)
(79, 195)
(80, 91)
(80, 105)
(80, 107)
(80, 116)
(80, 120)
(80, 125)
(80, 127)
(80, 138)
(80, 160)
(80, 163)
(80, 181)
(80, 184)
(80, 188)
(80, 189)
(81, 95)
(81, 100)
(81, 137)
(81, 153)
(81, 154)
(81, 165)
(81, 181)
(81, 187)
(81, 188)
(81, 192)
(81, 196)
(81, 198)
(82, 105)
(82, 107)
(82, 119)
(82, 143)
(82, 155)
(82, 160)
(82, 182)
(83, 90)
(83, 97)
(83, 102)
(83, 103)
(83, 106)
(83, 108)
(83, 118)
(83, 119)
(83, 135)
(83, 152)
(83, 160)
(83, 162)
(83, 171)
(83, 179)
(83, 185)
(83, 194)
(84, 88)
(84, 105)
(84, 132)
(84, 135)
(84, 143)
(84, 144)
(84, 154)
(84, 171)
(84, 190)
(84, 191)
(85, 86)
(85, 116)
(85, 118)
(85, 122)
(85, 142)
(85, 150)
(85, 160)
(85, 173)
(85, 185)
(85, 191)
(86, 94)
(86, 118)
(86, 119)
(86, 137)
(86, 168)
(86, 173)
(87, 92)
(87, 95)
(87, 100)
(87, 109)
(87, 121)
(87, 125)
(87, 136)
(87, 154)
(87, 161)
(87, 184)
(87, 197)
(88, 102)
(88, 132)
(88, 135)
(88, 138)
(88, 140)
(88, 142)
(88, 160)
(88, 164)
(88, 168)
(88, 175)
(88, 180)
(88, 190)
(89, 90)
(89, 94)
(89, 98)
(89, 103)
(89, 108)
(89, 111)
(89, 136)
(89, 141)
(89, 156)
(89, 166)
(89, 180)
(89, 196)
(90, 113)
(90, 117)
(90, 157)
(90, 165)
(90, 171)
(90, 177)
(90, 193)
(91, 105)
(91, 130)
(91, 131)
(91, 134)
(91, 141)
(91, 169)
(91, 194)
(92, 104)
(92, 111)
(92, 115)
(92, 116)
(92, 176)
(92, 178)
(92, 184)
(92, 198)
(92, 199)
(93, 94)
(93, 120)
(93, 121)
(93, 146)
(93, 148)
(93, 176)
(94, 100)
(94, 103)
(94, 120)
(94, 122)
(94, 129)
(94, 148)
(94, 152)
(94, 159)
(94, 162)
(94, 170)
(94, 171)
(94, 177)
(94, 188)
(95, 96)
(95, 102)
(95, 103)
(95, 106)
(95, 133)
(95, 141)
(95, 147)
(95, 156)
(95, 171)
(95, 184)
(95, 187)
(95, 194)
(95, 196)
(96, 101)
(96, 104)
(96, 109)
(96, 114)
(96, 117)
(96, 133)
(96, 137)
(96, 142)
(96, 148)
(96, 156)
(96, 163)
(96, 164)
(96, 171)
(96, 177)
(96, 195)
(97, 99)
(97, 113)
(97, 117)
(97, 119)
(97, 122)
(97, 137)
(97, 140)
(97, 141)
(97, 145)
(97, 176)
(97, 197)
(98, 102)
(98, 103)
(98, 105)
(98, 115)
(98, 124)
(98, 127)
(98, 128)
(98, 129)
(98, 131)
(98, 134)
(98, 136)
(98, 148)
(98, 150)
(98, 160)
(98, 170)
(98, 183)
(99, 101)
(99, 106)
(99, 118)
(99, 185)
(99, 186)
(99, 194)
(99, 197)
(100, 111)
(100, 112)
(100, 124)
(100, 151)
(100, 153)
(100, 164)
(100, 174)
(100, 197)
(100, 199)
(101, 108)
(101, 122)
(101, 124)
(101, 127)
(101, 128)
(101, 140)
(101, 171)
(101, 176)
(101, 184)
(101, 190)
(101, 194)
(102, 105)
(102, 114)
(102, 126)
(102, 128)
(102, 135)
(102, 144)
(102, 151)
(102, 163)
(103, 104)
(103, 114)
(103, 126)
(103, 134)
(103, 136)
(103, 145)
(103, 146)
(103, 149)
(103, 157)
(103, 162)
(103, 171)
(103, 174)
(103, 180)
(103, 182)
(103, 188)
(103, 198)
(103, 199)
(104, 108)
(104, 110)
(104, 122)
(104, 136)
(104, 149)
(104, 152)
(104, 153)
(104, 154)
(104, 155)
(104, 180)
(104, 182)
(104, 186)
(105, 125)
(105, 126)
(105, 151)
(105, 192)
(105, 198)
(106, 108)
(106, 110)
(106, 117)
(106, 128)
(106, 149)
(106, 180)
(106, 181)
(106, 184)
(106, 194)
(107, 110)
(107, 119)
(107, 126)
(107, 132)
(107, 145)
(107, 156)
(107, 161)
(107, 174)
(107, 178)
(107, 185)
(107, 188)
(107, 189)
(107, 196)
(108, 127)
(108, 149)
(108, 167)
(108, 180)
(108, 190)
(108, 191)
(108, 197)
(109, 117)
(109, 120)
(109, 126)
(109, 164)
(109, 183)
(109, 187)
(110, 111)
(110, 126)
(110, 139)
(110, 145)
(110, 148)
(110, 151)
(110, 161)
(110, 178)
(110, 180)
(110, 182)
(110, 190)
(110, 199)
(111, 113)
(111, 123)
(111, 137)
(111, 141)
(111, 153)
(111, 158)
(111, 170)
(111, 197)
(112, 116)
(112, 121)
(112, 140)
(112, 173)
(112, 181)
(112, 189)
(112, 194)
(113, 137)
(113, 164)
(113, 184)
(113, 196)
(114, 121)
(114, 131)
(114, 145)
(114, 154)
(114, 155)
(114, 156)
(114, 158)
(114, 171)
(114, 172)
(114, 176)
(114, 183)
(114, 185)
(114, 186)
(114, 188)
(115, 127)
(115, 137)
(115, 139)
(115, 141)
(115, 143)
(115, 146)
(115, 153)
(115, 176)
(115, 191)
(115, 197)
(116, 117)
(116, 119)
(116, 150)
(116, 160)
(116, 177)
(116, 184)
(117, 133)
(117, 139)
(117, 169)
(117, 185)
(117, 190)
(117, 196)
(118, 125)
(118, 128)
(118, 145)
(118, 151)
(118, 159)
(118, 180)
(118, 181)
(118, 182)
(118, 183)
(118, 185)
(119, 121)
(119, 124)
(119, 137)
(119, 145)
(119, 153)
(119, 159)
(120, 123)
(120, 127)
(120, 130)
(120, 138)
(120, 145)
(120, 154)
(120, 165)
(120, 186)
(120, 188)
(121, 124)
(121, 129)
(121, 130)
(121, 147)
(121, 169)
(121, 175)
(121, 176)
(121, 179)
(121, 190)
(122, 123)
(122, 124)
(122, 126)
(122, 134)
(122, 153)
(122, 163)
(122, 170)
(122, 176)
(122, 182)
(122, 189)
(122, 191)
(123, 132)
(123, 139)
(123, 152)
(123, 153)
(123, 155)
(123, 188)
(123, 198)
(124, 131)
(124, 170)
(124, 177)
(124, 194)
(124, 199)
(125, 135)
(125, 141)
(125, 142)
(125, 152)
(125, 162)
(125, 166)
(125, 182)
(125, 188)
(125, 190)
(125, 198)
(126, 135)
(126, 136)
(126, 154)
(126, 164)
(126, 165)
(126, 166)
(126, 167)
(126, 191)
(126, 193)
(126, 196)
(127, 136)
(127, 144)
(127, 145)
(127, 155)
(127, 160)
(127, 161)
(127, 166)
(127, 179)
(127, 183)
(127, 184)
(127, 193)
(128, 130)
(128, 142)
(128, 147)
(128, 149)
(128, 158)
(128, 179)
(128, 182)
(128, 196)
(128, 199)
(129, 132)
(129, 145)
(129, 170)
(129, 176)
(129, 178)
(129, 179)
(130, 131)
(130, 134)
(130, 141)
(130, 143)
(130, 153)
(130, 154)
(130, 156)
(130, 164)
(130, 167)
(130, 173)
(130, 193)
(131, 135)
(131, 141)
(131, 147)
(131, 163)
(131, 172)
(131, 181)
(131, 196)
(131, 197)
(132, 138)
(132, 140)
(132, 152)
(132, 183)
(133, 137)
(133, 139)
(133, 147)
(133, 156)
(133, 157)
(133, 180)
(133, 181)
(134, 142)
(134, 161)
(134, 193)
(134, 197)
(135, 140)
(135, 151)
(135, 154)
(135, 172)
(135, 195)
(136, 143)
(136, 148)
(136, 156)
(136, 165)
(136, 168)
(137, 139)
